id,interestID,ch,eng,sci,soc,total,ch_eng,ch_sci,ch_soc,ch_total,eng_sci,eng_soc,eng_total,mathA_mathB,sci_soc,sci_total,soc_total,ch_eng_sci,ch_eng_soc,ch_eng_total,ch_mathA_mathB,ch_sci_soc,ch_sci_total,ch_soc_total,eng_mathA_mathB,eng_sci_soc,eng_sci_total,eng_soc_total,mathA_mathB_sci,mathA_mathB_soc,mathA_mathB_total,sci_soc_total,ch_eng_mathA_mathB,ch_eng_sci_soc,ch_eng_sci_total,ch_eng_soc_total,ch_mathA_mathB_sci,ch_mathA_mathB_soc,ch_mathA_mathB_total,ch_sci_soc_total,eng_mathA_mathB_sci,eng_mathA_mathB_soc,eng_mathA_mathB_total,eng_sci_soc_total,mathA_mathB_sci_soc,mathA_mathB_sci_total,mathA_mathB_soc_total,ch_eng_mathA_mathB_sci,ch_eng_mathA_mathB_soc,ch_eng_mathA_mathB_total,ch_eng_sci_soc_total,ch_mathA_mathB_sci_soc,ch_mathA_mathB_sci_total,ch_mathA_mathB_soc_total,eng_mathA_mathB_sci_soc,eng_mathA_mathB_sci_total,eng_mathA_mathB_soc_total,mathA_mathB_sci_soc_total,ch_eng_mathA_mathB_sci_soc,ch_eng_mathA_mathB_sci_total,ch_eng_mathA_mathB_soc_total,ch_mathA_mathB_sci_soc_total,eng_mathA_mathB_sci_soc_total,ch_eng_mathA_mathB_sci_soc_total,year,A,AC,AE,AI,AR,AS,C,CA,CE,CI,CR,CS,E,EA,EC,EI,ER,ES,I,IA,IC,IE,IR,IS,R,RA,RC,RE,RI,RS,S,SA,SC,SE,SI,SR,field_code
11110034918,RI,14,11,14,13,63,25,28,27,77,25,24,74,11,27,77,76,39,38,88,25,41,91,90,22,38,88,87,25,24,74,90,36,52,102,101,39,38,88,104,36,35,85,101,38,88,87,50,49,99,115,52,102,101,49,99,98,101,63,113,112,115,112,126,111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
